,Dummy,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price,Month,Day,Year,Age_since_renovated
4495,1,5,1.0,1590,5000,1.5,0,0,3,7,1190,400,1929,0,98116,47.5752,-122.381,1590,5000,5.18,11,13,2014,85
4496,1,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,4.8,4,20,2015,74
4497,1,4,2.75,4250,10925,2.0,0,0,3,10,4250,0,2003,0,98059,47.5297,-122.14,4650,11544,12.1,4,4,2015,12
4498,1,4,1.0,1980,10350,1.0,0,0,4,7,1430,550,1968,0,98027,47.5226,-122.045,1890,13140,3.95,6,19,2014,46
4499,1,2,1.0,810,8424,1.0,0,0,4,6,810,0,1959,0,98023,47.3286,-122.346,820,8424,1.7,6,27,2014,55
4500,1,4,2.5,3050,8000,2.0,0,0,3,9,3050,0,2007,0,98028,47.7465,-122.231,1910,8000,7.4,7,15,2014,7
4501,1,3,1.75,1050,7854,1.0,0,0,4,7,1050,0,1975,0,98023,47.3011,-122.369,1360,7668,2.375,3,24,2015,40
4502,1,4,2.25,1930,3500,1.5,0,0,5,8,1540,390,1916,0,98122,47.6167,-122.29,1800,5000,6.89888,7,18,2014,98
4503,1,3,1.75,1780,4500,1.0,0,0,4,7,920,860,1922,0,98117,47.6827,-122.362,1360,4000,6.25,1,23,2015,93
4504,1,3,2.5,2050,5694,2.0,0,2,3,8,2050,0,2004,0,98065,47.5331,-121.855,2680,7187,4.57,7,29,2014,10
4505,1,6,3.0,2620,4350,1.0,0,0,3,7,1760,860,1957,0,98117,47.678,-122.373,1760,4300,9.0,2,11,2015,58
4506,1,3,2.25,1800,11200,1.0,0,0,3,8,1270,530,1979,0,98052,47.7072,-122.164,1940,11250,4.45,7,30,2014,35
4507,1,3,2.0,1550,6394,1.5,0,0,5,8,1550,0,1918,0,98126,47.5222,-122.379,1440,6387,5.0,9,12,2014,96
4508,1,3,1.5,3000,5750,2.0,0,0,5,9,2000,1000,1924,0,98116,47.5821,-122.39,1820,5750,11.2,4,9,2015,91
4509,1,4,2.75,2320,12368,1.0,0,0,3,8,1670,650,1968,0,98133,47.7373,-122.35,2070,9575,4.45,1,5,2015,47
4510,1,3,1.0,1010,9514,1.0,0,0,3,7,1010,0,1969,0,98059,47.4936,-122.105,1010,9514,2.7,5,15,2014,45
4511,1,3,1.75,1550,8134,1.0,0,0,4,7,1550,0,1959,0,98008,47.6136,-122.121,1360,8000,4.32,4,7,2015,56
4512,1,4,2.5,2660,10800,1.0,0,0,3,7,2660,0,1955,2014,98005,47.5894,-122.172,2640,10800,7.7265,6,26,2014,0
4513,1,3,1.0,880,18109,1.0,0,0,4,6,880,0,1970,0,98042,47.3634,-122.101,940,11193,1.05,3,17,2015,45
4514,1,2,1.0,1270,5000,1.0,0,0,3,8,1090,180,1949,0,98117,47.6828,-122.393,1640,5000,6.15,6,24,2014,65
4515,1,3,2.5,3050,7410,1.5,0,0,5,8,1950,1100,1950,0,98115,47.6772,-122.296,1890,5814,9.75,7,15,2014,64
4516,1,3,2.5,3820,35016,2.0,0,0,4,9,3820,0,1987,0,98053,47.6496,-122.041,3010,35190,7.75,12,10,2014,27
4517,1,3,1.0,1600,5000,1.5,0,0,3,7,1110,490,1947,0,98107,47.655,-122.358,1380,5000,5.5,7,16,2014,67
4518,1,4,1.75,1520,7700,1.0,0,0,4,7,1520,0,1967,0,98034,47.7356,-122.191,1520,7500,4.9995,7,10,2014,47
4519,1,3,2.5,2430,7857,2.0,0,0,5,8,1730,700,1980,0,98055,47.4546,-122.211,2160,8740,3.59,9,15,2014,34
4520,1,2,2.5,1590,1679,2.0,0,0,3,8,1590,0,2012,0,98029,47.5449,-122.011,1590,1680,3.95825,8,13,2014,2
4521,1,3,2.5,2360,6699,2.0,0,0,3,7,2360,0,2003,0,98065,47.5317,-121.853,2360,4744,4.3,9,30,2014,11
4522,1,5,3.5,3690,11928,2.0,0,0,3,9,2540,1150,2006,0,98074,47.6108,-122.06,2640,11928,6.4,6,12,2014,8
4523,1,5,2.5,2860,68519,2.0,0,0,5,8,2860,0,1958,0,98065,47.5265,-121.835,1670,35910,6.7,7,7,2014,56
4524,1,3,1.75,1500,6180,1.0,0,0,4,6,1060,440,1947,0,98118,47.5689,-122.284,1740,6180,4.4,5,7,2014,67
4525,1,3,1.75,2430,4524,1.5,0,0,4,7,1830,600,1924,0,98103,47.674,-122.35,1610,4100,7.8,10,20,2014,90
4526,1,4,2.75,2900,17802,1.0,0,2,3,9,1750,1150,1981,0,98034,47.7004,-122.229,2900,15720,9.265,11,6,2014,33
4527,1,2,1.5,1030,4500,1.0,0,0,3,7,830,200,1924,0,98109,47.6455,-122.352,1250,4000,5.95,5,23,2014,90
4528,1,4,2.5,2450,4247,2.0,0,0,3,8,2450,0,2013,0,98052,47.7048,-122.113,2970,4685,7.12198,5,5,2014,1
4529,1,4,2.5,2170,7533,2.0,0,0,3,8,2170,0,1991,0,98059,47.5057,-122.149,2170,8728,4.605,2,18,2015,24
4530,1,6,1.75,2740,6360,1.0,0,3,3,8,1370,1370,1953,0,98146,47.5062,-122.385,2150,6600,6.75,6,17,2014,61
4531,1,4,2.5,3890,34513,2.0,0,0,3,10,3890,0,1996,0,98077,47.7749,-122.048,3600,28435,7.75,9,26,2014,18
4532,1,2,1.0,1140,5100,1.0,0,0,3,7,1140,0,1942,0,98136,47.5323,-122.383,1230,5100,4.0,6,9,2014,72
4533,1,4,2.5,2730,4526,2.0,0,0,3,7,2730,0,2009,0,98059,47.491,-122.153,2190,4572,4.4,4,28,2015,6
4534,1,2,1.0,1160,5395,1.0,0,0,3,7,860,300,1940,0,98103,47.7007,-122.354,1664,5363,3.5,4,8,2015,75
4535,1,3,1.75,1430,9857,1.0,0,2,4,7,1140,290,1980,0,98045,47.4964,-121.771,1310,9880,3.9,5,12,2015,35
4536,1,3,2.0,2770,89298,2.0,0,0,3,9,2770,0,2004,0,98045,47.4291,-121.842,2040,109771,4.72,12,29,2014,10
4537,1,4,2.5,2240,4447,2.0,0,0,3,7,2240,0,2006,0,98059,47.4868,-122.159,2000,3800,4.1,3,2,2015,9
4538,1,3,0.75,770,7000,1.0,0,0,3,4,770,0,1942,0,98024,47.5661,-121.887,950,10500,2.05,10,22,2014,72
4539,1,4,2.5,3120,14300,2.0,0,0,3,9,3120,0,2003,0,98027,47.5318,-122.055,2580,10005,7.301,5,16,2014,11
4540,1,3,1.75,2140,4800,2.0,0,0,3,8,1690,450,1905,0,98112,47.6311,-122.312,2440,4800,9.985,1,7,2015,110
4541,1,6,5.0,2850,6600,2.0,0,0,3,7,2850,0,1994,0,98033,47.6813,-122.187,1870,9900,6.55,4,22,2015,21
4542,1,4,2.5,2600,4506,2.0,0,0,3,9,2600,0,2005,0,98056,47.5146,-122.188,2470,6041,5.12,7,29,2014,9
4543,1,4,2.25,2130,8640,1.0,0,0,3,7,1430,700,1969,0,98034,47.7087,-122.198,2120,8826,5.3,7,11,2014,45
4544,1,3,2.5,1350,874,3.0,0,0,3,8,1270,80,2006,0,98136,47.5491,-122.387,1350,886,3.89,1,15,2015,9
4545,1,4,2.5,2450,5079,2.0,0,0,3,9,2450,0,2001,0,98056,47.5214,-122.191,2690,6675,5.55,4,13,2015,14
4546,1,3,1.0,1660,11783,1.0,0,0,4,7,1160,500,1978,0,98077,47.7563,-122.075,1320,10541,3.675,6,24,2014,36
4547,1,4,2.5,1850,8198,2.0,0,0,3,7,1850,0,1993,0,98031,47.4079,-122.186,1850,7924,2.95,7,22,2014,21
4548,1,3,2.5,2150,7484,2.0,0,0,3,8,2150,0,1988,0,98074,47.6191,-122.043,2150,6879,3.6825,5,21,2014,26
4549,1,4,2.5,2660,3672,2.0,0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,1510,3825,9.0,3,17,2015,105
4550,1,2,1.5,1260,2625,2.0,0,0,4,7,1260,0,1983,0,98052,47.6747,-122.151,1260,2625,4.01,2,26,2015,32
4551,1,4,2.5,2330,30122,1.0,0,1,3,8,1490,840,1951,0,98115,47.6843,-122.267,2430,6726,11.5,4,13,2015,64
4552,1,3,1.75,1820,3140,2.0,0,0,5,8,1820,0,1949,1990,98136,47.5271,-122.384,2030,5499,5.82,12,31,2014,24
4553,1,2,1.0,1390,19988,1.0,0,2,4,7,1390,0,1949,0,98198,47.3985,-122.321,2580,10490,3.065,10,27,2014,65
4554,1,4,2.5,2600,8572,2.0,0,0,3,8,2600,0,2003,0,98001,47.3155,-122.266,2170,5288,3.0,1,9,2015,12
4555,1,5,2.25,4320,7620,2.0,0,0,3,7,2880,1440,1973,2014,98115,47.6824,-122.287,1880,7620,11.0,11,13,2014,0
4556,1,4,3.5,3180,12528,2.0,0,1,4,9,2060,1120,1979,0,98177,47.7058,-122.379,2850,11410,10.0,3,5,2015,36
4557,1,3,1.0,940,3000,1.5,0,0,3,7,940,0,1903,0,98122,47.6033,-122.3,1210,3500,5.2,1,2,2015,112
4558,1,3,2.0,1230,1613,2.0,0,0,3,8,1010,220,2003,0,98107,47.6661,-122.37,1610,1873,4.3995,12,4,2014,11
4559,1,5,2.0,2000,4211,1.5,0,2,4,7,1280,720,1908,0,98112,47.6283,-122.301,1680,4000,6.905,6,25,2014,106
4560,1,3,2.5,2460,6600,1.5,0,0,4,8,1560,900,1929,0,98109,47.6364,-122.351,2090,3400,9.31,12,31,2014,85
4561,1,3,1.5,1200,12000,1.0,0,0,3,7,1200,0,1986,0,98001,47.268,-122.245,1200,9405,2.19,8,12,2014,28
4562,1,3,2.5,1980,9725,2.0,0,0,3,8,1980,0,1994,0,98045,47.4856,-121.802,2070,9834,4.7,3,4,2015,21
4563,1,4,3.5,3320,8808,2.0,0,0,3,9,3320,0,2005,0,98075,47.592,-121.989,3160,9226,7.86,9,26,2014,9
4564,1,3,1.5,1700,8067,1.0,0,0,3,7,1250,450,1956,0,98155,47.7384,-122.324,1340,7869,3.15,11,19,2014,58
4565,1,3,2.5,2550,6240,1.0,0,3,5,8,1750,800,1957,0,98117,47.6992,-122.387,2180,5200,8.08,8,27,2014,57
4566,1,4,1.75,1580,9382,1.0,0,0,3,7,1080,500,1963,0,98039,47.6353,-122.232,2010,9382,7.875,8,4,2014,51
4567,1,3,1.75,1830,7969,1.0,0,0,3,7,930,900,1950,2008,98055,47.4667,-122.214,1790,7425,3.125,7,3,2014,6
4568,1,4,1.5,1780,5100,1.0,0,0,3,7,1320,460,1953,0,98115,47.6944,-122.288,1880,5100,5.8,3,12,2015,62
4569,1,3,2.5,3530,9753,2.0,0,0,3,10,3530,0,1997,0,98006,47.5539,-122.103,3220,9234,8.98,8,28,2014,17
4570,1,3,2.5,2540,8073,1.0,0,0,4,8,1880,660,1937,0,98177,47.7176,-122.36,2110,7702,6.5,7,14,2014,77
4571,1,3,2.0,1310,8454,1.0,0,0,3,7,1310,0,1994,0,98042,47.3697,-122.075,1310,8454,2.55,2,24,2015,21
4572,1,3,2.25,1940,8312,1.0,0,1,4,7,1220,720,1963,0,98166,47.4556,-122.346,2060,9503,4.5,4,7,2015,52
4573,1,3,2.75,2460,3600,2.0,0,0,3,9,2460,0,2007,0,98029,47.5409,-121.994,2570,3600,7.9,3,27,2015,8
4574,1,3,2.0,1280,13356,1.0,0,0,3,7,1280,0,1994,0,98042,47.3715,-122.074,1590,8071,2.32,12,5,2014,20
4575,1,4,4.0,4360,12081,2.0,0,0,3,10,4360,0,2007,0,98004,47.6377,-122.219,2180,10800,19.8,8,1,2014,7
4576,1,4,2.0,1880,5100,1.0,0,0,3,8,1880,0,1952,0,98103,47.6872,-122.349,1610,4590,4.53,12,16,2014,62
4577,1,1,1.0,1230,3774,1.0,0,0,4,6,830,400,1924,0,98103,47.6886,-122.354,1300,3774,4.15,9,10,2014,90
4578,1,2,2.0,1270,5500,1.5,0,0,4,8,1270,0,1921,0,98122,47.6121,-122.294,1870,4400,6.05,7,14,2014,93
4579,1,3,2.0,1770,1800,3.0,0,0,3,8,1770,0,1999,0,98122,47.6102,-122.314,1890,3200,6.9,11,19,2014,15
4580,1,3,2.5,3160,286181,2.0,0,3,3,9,3160,0,2002,0,98010,47.3401,-121.946,2110,94663,5.79,4,17,2015,13
4581,1,3,2.5,1640,7668,2.0,0,0,3,7,1640,0,1991,0,98038,47.3505,-122.027,1850,7200,2.65,8,22,2014,23
4582,1,3,1.0,980,7228,1.5,0,0,3,7,980,0,1946,0,98133,47.7294,-122.353,1070,7228,3.4,9,5,2014,68
4583,1,3,1.75,2560,8400,1.0,0,0,3,7,1970,590,1959,0,98011,47.7668,-122.197,1970,8400,4.6,10,7,2014,55
4584,1,3,1.5,1050,4590,1.0,0,0,3,7,850,200,1949,0,98115,47.6943,-122.29,1770,5400,4.38924,9,1,2014,65
4585,1,2,1.0,1440,43560,1.0,0,0,4,7,1150,290,1965,0,98027,47.4916,-122.082,1870,56628,2.555,7,18,2014,49
4586,1,2,1.5,1070,9643,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,2.527,5,16,2014,29
4587,1,3,2.0,1550,2401,2.0,0,0,3,7,1550,0,1996,0,98103,47.6545,-122.348,1550,3446,4.4,7,17,2014,18
4588,1,3,2.0,3660,22410,1.0,0,3,4,9,1830,1830,1947,0,98117,47.6972,-122.4,2680,8250,12.0,3,31,2015,68
4589,1,4,2.25,2410,4000,2.0,0,0,5,8,1650,760,1910,0,98115,47.6727,-122.316,1820,4000,8.83,9,2,2014,104
4590,1,3,2.0,1460,9759,1.0,0,0,5,7,1460,0,1972,0,98052,47.6644,-122.144,1620,8421,4.95,10,16,2014,42
4591,1,3,1.5,1610,13500,1.0,0,0,3,7,1060,550,1970,0,98155,47.7674,-122.31,1540,11479,3.9,10,29,2014,44
4592,1,4,1.75,2610,21600,1.0,0,0,4,8,2610,0,1966,0,98004,47.6245,-122.227,2920,20330,13.0,7,2,2014,48
4593,1,3,2.0,1410,6030,1.5,0,0,4,7,1410,0,1930,0,98103,47.6994,-122.347,1410,6300,4.18,5,5,2014,84
4594,1,4,1.75,1520,14417,1.0,0,0,4,7,1520,0,1968,0,98065,47.526,-121.809,1600,10716,3.3,2,24,2015,47
4595,1,3,1.0,1300,5880,1.0,0,0,3,7,1300,0,1968,0,98052,47.6937,-122.113,1300,7700,3.3376,4,23,2015,47
4596,1,4,3.25,3820,8114,2.0,0,0,3,10,3820,0,2005,0,98004,47.5837,-122.194,2440,9195,16.2,8,26,2014,9
4597,1,3,1.5,2100,10000,1.0,0,0,4,7,2100,0,1954,0,98198,47.4222,-122.331,1300,7500,2.45,10,6,2014,60
4598,1,4,2.25,2490,7233,1.0,0,0,3,8,1460,1030,1978,0,98023,47.3115,-122.396,2000,8000,2.75,1,15,2015,37
4599,1,5,4.0,3720,15200,2.0,0,0,3,10,3720,0,2005,0,98075,47.5956,-122.026,4100,19036,9.6,5,27,2014,9
4600,1,3,2.5,1300,5150,1.5,0,0,4,7,1300,0,1920,0,98117,47.6838,-122.362,1400,4017,6.9,7,23,2014,94
4601,1,3,2.75,2650,12350,1.0,0,0,4,7,1470,1180,1975,0,98028,47.7669,-122.268,1950,14075,4.85,1,29,2015,40
4602,1,5,2.5,3390,9760,1.0,0,0,5,8,1750,1640,1978,0,98058,47.4462,-122.137,2360,9600,4.6,6,23,2014,36
4603,1,4,2.5,2240,7245,1.0,0,0,4,7,1140,1100,1972,0,98034,47.7161,-122.17,1740,7350,4.75,12,2,2014,42
4604,1,4,2.5,3540,9349,2.0,0,0,3,10,3540,0,2003,0,98052,47.7046,-122.107,3280,7546,8.99,4,10,2015,12
4605,1,3,2.5,2690,17461,2.0,0,3,3,10,2690,0,1997,0,98074,47.654,-122.088,3610,16887,8.05,11,17,2014,17
4606,1,2,2.5,2680,11214,1.0,0,0,3,9,2680,0,2006,0,98053,47.7078,-122.019,2305,6908,9.3,6,3,2014,8
4607,1,5,1.75,1950,8720,1.0,0,0,3,7,1050,900,1962,0,98001,47.3381,-122.289,1660,8030,2.74,2,25,2015,53
4608,1,5,2.0,2800,17788,1.0,0,0,4,8,1400,1400,1963,0,98033,47.6719,-122.163,1760,18282,6.65,7,7,2014,51
4609,1,4,2.75,3210,6825,1.0,0,0,5,7,1810,1400,1975,0,98034,47.7338,-122.169,1840,8000,5.8,7,24,2014,39
4610,1,4,2.5,1790,5257,2.0,0,0,3,7,1790,0,1996,0,98030,47.3849,-122.204,1680,5320,2.511,12,9,2014,18
4611,1,2,1.75,1210,3000,1.0,0,0,5,7,910,300,1906,0,98117,47.6789,-122.365,1260,3000,4.3995,8,25,2014,108
4612,1,4,2.5,2650,30500,1.0,0,0,4,8,1680,970,1960,0,98029,47.5535,-122.028,2650,30500,7.15,6,23,2014,54
4613,1,4,1.0,1310,6000,1.5,0,0,3,7,1310,0,1940,0,98144,47.5822,-122.295,1630,6000,3.7,7,20,2014,74
4614,1,4,2.0,2090,6630,1.0,0,0,3,7,1070,1020,1974,0,98178,47.5077,-122.268,1550,7980,2.0,7,10,2014,40
4615,1,3,1.0,1320,5500,1.0,0,0,3,7,1320,0,1955,0,98116,47.5705,-122.398,1480,5250,4.2,9,18,2014,59
4616,1,4,2.5,2810,4500,2.0,0,0,3,9,2810,0,2014,0,98038,47.3552,-122.023,2980,5046,5.1838,7,22,2014,0
4617,1,2,1.75,1070,9750,1.5,0,0,3,7,1070,0,1995,0,98014,47.7131,-121.319,970,9750,2.41,10,22,2014,19
4618,1,3,2.5,1350,1250,3.0,0,0,3,8,1270,80,2006,0,98136,47.5491,-122.387,1350,886,3.9495,5,10,2014,8
4619,1,3,1.0,1864,6978,1.0,0,0,4,7,1864,0,1958,0,98002,47.285,-122.206,990,8000,2.35,3,19,2015,57
4620,1,4,2.5,3510,24604,2.0,0,0,3,10,3510,0,1997,0,98053,47.6772,-122.056,3530,26673,7.82,1,23,2015,18
4621,1,3,2.0,1650,7930,1.0,0,0,4,7,1650,0,1989,0,98038,47.3617,-122.05,1510,7930,2.51,1,26,2015,26
4622,1,2,1.0,760,6000,1.0,0,0,3,6,760,0,1942,0,98199,47.646,-122.384,1360,6000,3.75,4,22,2015,73
4623,1,5,2.75,2940,5225,2.0,0,0,3,8,2760,180,2010,0,98052,47.6879,-122.107,3090,6261,8.37,4,22,2015,5
4624,1,3,2.25,2120,18500,2.0,0,0,4,8,2120,0,1983,0,98031,47.3914,-122.169,2120,14479,3.75,11,21,2014,31
4625,1,2,1.0,820,10450,1.0,0,0,4,7,820,0,1965,0,98055,47.4261,-122.199,1240,11200,1.73,6,12,2014,49
4626,1,3,1.0,1170,7320,1.0,0,0,3,7,1170,0,1962,0,98188,47.4685,-122.282,2040,7320,1.83,5,14,2015,53
4627,1,3,2.0,1460,3696,2.0,0,0,3,7,1460,0,2010,0,98053,47.6861,-122.013,1720,3631,3.92137,3,24,2015,5
4628,1,3,1.0,880,18205,1.0,0,0,4,6,880,0,1945,0,98178,47.5013,-122.244,1110,16115,2.18,6,24,2014,69
4629,1,6,2.75,2520,9324,1.0,0,0,4,7,1320,1200,1962,0,98155,47.7636,-122.294,1820,11000,4.1,6,19,2014,52
4630,1,5,1.0,2010,5210,1.5,0,0,3,9,1890,120,1927,0,98119,47.6501,-122.37,2330,5000,10.0,5,3,2015,88
4631,1,3,2.0,2080,4549,1.0,0,0,5,7,1040,1040,1954,0,98115,47.6886,-122.309,1620,4549,6.165,5,7,2015,61
4632,1,3,2.5,2450,4400,2.0,0,0,4,9,1800,650,1922,0,98102,47.6439,-122.319,2220,5500,9.52,11,4,2014,92
4633,1,2,2.0,1440,4666,1.0,0,0,3,8,1440,0,2010,0,98053,47.709,-122.019,1510,4595,4.3995,2,20,2015,5
4634,1,6,2.25,2550,5000,2.0,0,0,4,7,2550,0,1907,0,98117,47.6785,-122.396,1480,5000,10.2,12,2,2014,107
4635,1,3,1.5,1400,6865,1.0,0,0,4,7,1400,0,1986,0,98038,47.3639,-122.048,1480,8125,2.52,4,2,2015,29
4636,1,5,3.75,3530,13260,2.0,0,0,3,10,3530,0,2013,0,98040,47.5761,-122.205,3340,13260,16.1,11,8,2014,1
4637,1,4,3.25,4010,13797,2.0,0,0,3,11,4010,0,2003,0,98059,47.5229,-122.152,3980,12120,9.72,12,4,2014,11
4638,1,3,2.5,2500,7394,2.0,0,0,3,9,2500,0,1990,0,98072,47.7441,-122.173,2790,7642,5.65,7,9,2014,24
4639,1,3,1.75,1680,8725,1.0,0,0,3,8,1240,440,1978,0,98023,47.3107,-122.397,2020,8352,2.6,5,5,2015,37
4640,1,3,1.5,1030,7184,1.0,0,0,4,7,1030,0,1968,0,98056,47.5069,-122.189,1330,7262,2.75,9,30,2014,46
4641,1,3,2.5,2270,7887,2.0,0,2,3,8,2270,0,2004,0,98065,47.5326,-121.855,2550,7133,4.85,9,15,2014,10
4642,1,3,1.0,860,6635,1.0,0,0,3,6,860,0,1952,0,98133,47.7508,-122.339,1170,8000,2.15,1,28,2015,63
4643,1,3,2.5,1870,4657,2.0,0,0,3,8,1870,0,2000,0,98055,47.4615,-122.214,2290,4795,3.3,7,18,2014,14
4644,1,2,1.0,1250,4558,1.0,0,0,3,7,1250,0,1948,0,98126,47.5318,-122.379,1180,4494,3.55,11,18,2014,66
4645,1,3,1.75,1880,30346,1.0,0,0,3,8,1880,0,1988,0,98001,47.3515,-122.291,2260,5883,3.1,12,11,2014,26
4646,1,4,2.5,2650,12001,2.0,0,0,4,9,2650,0,1984,0,98006,47.5496,-122.14,2880,14054,8.7,10,10,2014,30
4647,1,5,3.5,7350,12231,2.0,0,4,3,11,4750,2600,2001,0,98065,47.5373,-121.865,5380,12587,11.1,7,30,2014,13
4648,1,4,3.5,3440,9776,2.0,0,0,3,10,3440,0,2006,0,98040,47.5374,-122.216,2400,11000,13.3,4,7,2015,9
4649,1,3,1.75,1580,9719,1.0,0,0,5,7,1580,0,1962,0,98056,47.5396,-122.18,1760,8539,5.171,4,13,2015,53
4650,1,3,2.25,1760,11946,2.0,0,0,3,8,1760,0,1978,0,98074,47.624,-122.05,2080,12068,5.0,7,17,2014,36
4651,1,3,1.5,2230,8558,2.0,0,0,3,8,2230,0,1960,0,98040,47.5833,-122.219,2200,8558,6.85,3,31,2015,55
4652,1,3,2.0,1450,2400,1.5,0,0,3,8,1450,0,1900,2003,98107,47.6726,-122.381,1450,4275,4.9,5,16,2014,11
4653,1,4,4.0,4390,17832,1.0,0,0,4,11,2430,1960,1994,0,98059,47.5283,-122.143,3090,12369,12.8,7,30,2014,20
4654,1,2,1.0,1150,3775,1.0,0,0,3,7,1150,0,1917,0,98103,47.6539,-122.329,2240,3753,5.9995,9,17,2014,97
4655,1,3,1.75,1390,10905,1.0,0,0,3,6,860,530,1957,0,98106,47.5517,-122.36,1390,10839,2.7,5,21,2014,57
4656,1,4,2.5,2700,17853,2.0,0,0,4,9,2700,0,1960,0,98004,47.6463,-122.219,3790,16672,15.6,4,7,2015,55
4657,1,2,3.0,1270,1175,2.0,0,0,3,8,1110,160,2000,0,98103,47.6634,-122.34,1290,1800,5.31,5,5,2014,14
4658,1,4,2.75,2190,9209,2.0,0,0,4,8,2190,0,1996,0,98092,47.3341,-122.188,2430,6687,3.35,2,23,2015,19
4659,1,4,2.5,2170,7700,1.0,0,0,3,7,1420,750,1969,0,98034,47.7216,-122.219,1710,7770,4.65,11,6,2014,45
4660,1,2,1.0,1080,3600,1.0,0,0,3,7,1080,0,1922,0,98122,47.6078,-122.291,2230,4500,4.29,9,9,2014,92
4661,1,4,2.75,2820,5000,1.5,0,0,3,8,2170,650,1927,0,98199,47.6376,-122.394,1740,5000,8.1,1,22,2015,88
4662,1,5,6.0,7440,21540,2.0,0,0,3,12,5550,1890,2003,0,98006,47.5692,-122.189,4740,19329,42.1,5,6,2015,12
4663,1,4,2.5,1980,12062,2.0,0,0,3,8,1980,0,1992,0,98031,47.4038,-122.167,2300,7902,3.7495,3,23,2015,23
4664,1,3,0.75,1270,10092,1.0,0,0,5,7,1270,0,1971,0,98077,47.7567,-122.073,1300,10375,3.16,8,20,2014,43
4665,1,5,2.75,3010,12611,2.0,0,0,3,10,3010,0,1994,0,98052,47.696,-122.102,2890,9456,8.377,6,17,2014,20
4666,1,3,2.5,2440,4244,2.0,0,0,3,8,2440,0,2011,0,98052,47.7057,-122.112,2690,4556,7.29,5,12,2015,4
4667,1,4,2.75,2240,8937,1.0,0,0,4,8,1460,780,1976,0,98033,47.6495,-122.194,2360,9038,6.75,9,16,2014,38
4668,1,3,1.75,2020,10031,1.0,0,0,5,7,1370,650,1952,0,98155,47.7487,-122.319,1500,8456,5.35,9,18,2014,62
4669,1,3,2.5,2410,17424,1.0,0,0,3,7,1630,780,1978,0,98030,47.3741,-122.218,1530,11761,3.3,4,4,2015,37
4670,1,4,2.5,2990,5342,2.0,0,0,3,8,2990,0,2004,0,98074,47.6124,-122.009,2990,5936,6.445,11,1,2014,10
4671,1,3,2.25,1360,1236,2.0,0,0,3,8,1140,220,2006,0,98112,47.6198,-122.299,1620,1231,5.0,7,24,2014,8
4672,1,3,2.5,1680,8512,2.0,0,0,3,7,1680,0,1991,0,98022,47.1952,-121.986,1580,8512,2.72,11,14,2014,23
4673,1,2,2.5,2560,2500,2.0,0,0,5,8,1690,870,1901,0,98112,47.6233,-122.3,1890,5000,7.8,7,8,2014,113
4674,1,3,2.0,2010,12950,1.0,0,0,3,8,2010,0,1953,0,98034,47.7222,-122.229,1490,10181,3.1,7,30,2014,61
4675,1,4,2.0,1830,10416,1.0,0,0,3,7,1370,460,1958,0,98146,47.4878,-122.341,1830,9271,2.45,3,18,2015,57
4676,1,3,1.75,1540,7558,1.0,0,0,3,8,1540,0,1964,0,98052,47.6707,-122.156,1540,7863,5.2,1,9,2015,51
4677,1,3,1.75,1360,4998,1.0,0,0,3,8,1360,0,1968,2014,98108,47.547,-122.302,1350,4998,4.45,4,21,2015,1
4678,1,3,1.0,910,8658,1.0,0,0,3,7,910,0,1955,0,98155,47.7586,-122.303,1170,10200,3.06,9,5,2014,59
4679,1,3,2.25,1610,3764,2.0,0,0,3,7,1610,0,2012,0,98042,47.3589,-122.083,1610,3825,2.9,4,28,2015,3
4680,1,4,2.0,1480,15000,1.0,0,0,4,7,1480,0,1957,0,98055,47.4312,-122.196,1450,8768,2.75,11,4,2014,57
4681,1,3,1.5,2040,6000,1.0,0,0,3,7,1340,700,1957,0,98118,47.5218,-122.286,1190,6000,3.35,6,16,2014,57
4682,1,2,1.0,1040,20524,1.0,0,3,3,6,1040,0,1949,1989,98014,47.6981,-121.875,1880,38996,1.54,9,9,2014,25
4683,1,4,2.5,3350,29242,2.0,0,0,3,11,3350,0,1988,0,98052,47.7197,-122.131,3920,24728,9.1,4,22,2015,27
4684,1,4,2.5,2240,9826,1.0,0,0,4,7,1370,870,1988,0,98023,47.314,-122.364,1980,9826,2.2,6,16,2014,26
4685,1,4,2.25,2030,12000,2.0,0,0,3,7,2030,0,1977,0,98011,47.7699,-122.168,2190,9900,4.2,4,14,2015,38
4686,1,5,2.25,2600,9600,1.0,0,2,4,8,1810,790,1969,0,98023,47.3257,-122.365,2070,9660,3.1,5,1,2015,46
4687,1,3,2.5,2370,7500,1.0,0,3,3,8,1620,750,1979,0,98198,47.4091,-122.331,1960,8062,3.48,4,30,2015,36
4688,1,4,2.5,4073,17334,2.0,0,0,3,8,4073,0,2008,0,98001,47.2949,-122.27,1780,9625,5.1,5,8,2015,7
4689,1,3,2.0,1460,6377,1.0,0,0,3,7,1460,0,1995,0,98038,47.3679,-122.02,1600,6250,2.85,6,25,2014,19
